,countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
189,EUU,1981,67.8622591821529,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
190,EUU,1980,67.5903725952431,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
191,EUU,1979,67.2822762392344,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
192,EUU,1978,66.958439733565,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
193,EUU,1977,66.6227246756731,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
194,EUU,1976,66.2959968343298,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
195,EUU,1975,65.9881869217274,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
196,EUU,1974,65.6512115134308,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
197,EUU,1973,65.2713746357272,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
198,EUU,1972,64.8794251420018,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
199,EUU,1971,64.4690230693377,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),EU,European Union
